slug,url,status,bytes,path
digital-dialogues-vs-paper-promises-manifesto-alignment,https://file.pide.org.pk/pdfpideresearch/kb-106-digital-dialogues-vs-paper-promises-manifesto-alignment.pdf,already_present,5128427,pdfs/2023/11/kb-106-digital-dialogues-vs-paper-promises-manifesto-alignment.pdf
fixing-fiscal-policy-in-pakistan,https://file.pide.org.pk/pdfpideresearch/rr-fixing-fiscal-policy-in-pakistan.pdf,already_present,922369,pdfs/2023/10/rr-fixing-fiscal-policy-in-pakistan.pdf
media-coverage-judiciary-and-human-resource-management-in-universities,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-judiciary-and-human-resource-management-in-universities.pdf,already_present,1549824,pdfs/2023/10/pip-media-coverage-judiciary-and-human-resource-management-in-universities.pdf
media-coverage-lifetime-cost-of-public-servants,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-lifetime-cost-of-public-servants.pdf,already_present,1978745,pdfs/2023/10/pip-media-coverage-lifetime-cost-of-public-servants.pdf
life-time-cost-of-public-servants,https://file.pide.org.pk/uploads/rr-life-time-cost-of-public-servants.pdf,already_present,4229872,pdfs/2023/10/rr-life-time-cost-of-public-servants.pdf
pakistans-nuclear-energy-outlook,https://file.pide.org.pk/pdfpideresearch/kb-105-pakistans-nuclear-energy-outlook.pdf,already_present,3374021,pdfs/2023/10/kb-105-pakistans-nuclear-energy-outlook.pdf
pakistans-nuclear-energy-outlook,https://inis.iaea.org/collection/NCLCollectionStore/_Public/33/003/33003346.pdf,external_citation,0,
agricultural-land-consolidation,https://file.pide.org.pk/pdfpideinpress/rir-agricultural-land-consolidation.pdf,already_present,98857,pdfs/2023/10/rir-agricultural-land-consolidation.pdf
media-coverage-of-the-economic-cost-of-internet-closure,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-the-economic-cost-of-internet-closure.pdf,already_present,3302802,pdfs/2023/10/pip-media-coverage-of-the-economic-cost-of-internet-closure.pdf
energy-reforms-for-export-oriented-units-in-pakistan,https://file.pide.org.pk/pdfpideresearch/rr-energy-reforms-for-export-oriented-units-in-pakistan.pdf,already_present,9021486,pdfs/2023/10/rr-energy-reforms-for-export-oriented-units-in-pakistan.pdf
the-research-and-development-imperative-for-businesses,https://file.pide.org.pk/pdfpideinpress/pip-the-research-and-development-imperative-for-businesses.pdf,already_present,73211,pdfs/2023/10/pip-the-research-and-development-imperative-for-businesses.pdf
media-coverage-of-third-think-tank-moot,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-third-think-tank-moot.pdf,already_present,2435586,pdfs/2023/10/pip-media-coverage-of-third-think-tank-moot.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/issue/pdr-2023-v62i3.pdf,already_present,8458617,pdfs/2023/10/pdr-2023-v62i3.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/309-330.pdf,already_present,570254,pdfs/2023/10/309-330.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/331-356.pdf,already_present,978133,pdfs/2023/10/331-356.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/357-374.pdf,already_present,990708,pdfs/2023/10/357-374.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/375-394.pdf,already_present,902045,pdfs/2023/10/375-394.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/395-408.pdf,already_present,644147,pdfs/2023/10/395-408.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/409-430.pdf,already_present,1270148,pdfs/2023/10/409-430.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/437-444.pdf,already_present,343212,pdfs/2023/10/437-444.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/445-448.pdf,already_present,352782,pdfs/2023/10/445-448.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/449-460.pdf,already_present,589767,pdfs/2023/10/449-460.pdf
vol-62-no-3-2023,https://file.pide.org.pk/pdfpdr/2023/461-465.pdf,already_present,163845,pdfs/2023/10/461-465.pdf
an-evaluation-of-different-tax-reform-proposals-in-pakistan-using-cge-model-article,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,already_present,1072666,pdfs/2023/08/145-166.pdf
child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers,https://file.pide.org.pk/pdfpideresearch/wp-23-14-child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers.pdf,already_present,1448537,pdfs/2023/10/wp-23-14-child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers.pdf
judiciary-and-human-resource-management-in-universities,https://file.pide.org.pk/pdfpideresearch/kb-104-judiciary-and-human-resource-management-in-universities.pdf,already_present,997964,pdfs/2023/10/kb-104-judiciary-and-human-resource-management-in-universities.pdf
local-coal-for-power-generation-in-pakistan,https://file.pide.org.pk/pdfpideresearch/kb-103-local-coal-for-power-generation-in-pakistan.pdf,already_present,6286131,pdfs/2023/10/kb-103-local-coal-for-power-generation-in-pakistan.pdf
tariff-reforms,https://file.pide.org.pk/pdfpideinpress/pip-tariff-reforms.pdf,already_present,41969,pdfs/2023/10/pip-tariff-reforms.pdf
energy-revitalisation-transmission-distribution-sustainability,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05.pdf,already_present,19407165,pdfs/2023/10/discourse-2023-05.pdf
cover-piece-3,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-01-cover-piece.pdf,already_present,652032,pdfs/2023/10/discourse-2023-05-01-cover-piece.pdf
the-makeup-of-the-pakistan-power-sector,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-02-the-makeup-of-the-pakistan-power-sector.pdf,already_present,337032,pdfs/2023/10/discourse-2023-05-02-the-makeup-of-the-pakistan-power-sector.pdf
reforming-power-sector-good-intentions-bad-outcomes,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-03-reforming-power-sector-good-intentions-bad-outcome.pdf,already_present,252144,pdfs/2023/10/discourse-2023-05-03-reforming-power-sector-good-intentions-bad-outcome.pdf
challenges-and-reforms-in-pakistans-gas-sector,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-04-challenges-and-reforms-in-pakistans-gas-sector.pdf,already_present,254929,pdfs/2023/10/discourse-2023-05-04-challenges-and-reforms-in-pakistans-gas-sector.pdf
exports-collapsing-under-power-sector-burden,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-05-exports-collapsing-under-power-sector-burden.pdf,already_present,323613,pdfs/2023/10/discourse-2023-05-05-exports-collapsing-under-power-sector-burden.pdf
indigenisation-in-energy-sector-of-pakistan,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-06-indigenisation-in-energy-sector-of-pakistan.pdf,already_present,521499,pdfs/2023/10/discourse-2023-05-06-indigenisation-in-energy-sector-of-pakistan.pdf
how-operational-inefficiency-of-discos-shapes-circular-debt-in-the-power-sector,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-07-how-operational-inefficiency-of-discos-shapes-circular-debt.pdf,already_present,491654,pdfs/2023/10/discourse-2023-05-07-how-operational-inefficiency-of-discos-shapes-circular-debt.pdf
adopting-household-solar-in-pakistan,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-08-adopting-household-solar-in-pakistan.pdf,already_present,316296,pdfs/2023/10/discourse-2023-05-08-adopting-household-solar-in-pakistan.pdf
the-antecedents-of-pakistans-power-sector-mess,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-09-the-antecedents-of-pakistans-power-sector-mess.pdf,already_present,467998,pdfs/2023/10/discourse-2023-05-09-the-antecedents-of-pakistans-power-sector-mess.pdf
the-antecedents-of-pakistans-power-sector-mess,https://file.pide.org.pk/uploads/book_power-sector.pdf,already_present,2539156,pdfs/2022/12/book_power-sector.pdf
misunderstanding-multipolarity,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-10-misunderstanding-multipolarity.pdf,already_present,211424,pdfs/2023/10/discourse-2023-05-10-misunderstanding-multipolarity.pdf
escalating-radicalisation-in-pakistan-underlying-factors-and-emerging-concerns,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-11-escalating-radicalisation-in-pakistan.pdf,already_present,192470,pdfs/2023/10/discourse-2023-05-11-escalating-radicalisation-in-pakistan.pdf
fiscal-discipline-is-the-key-to-reforms,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-12-fiscal-discipline-is-the-key-to-reforms.pdf,already_present,391991,pdfs/2023/10/discourse-2023-05-12-fiscal-discipline-is-the-key-to-reforms.pdf
frustration-and-hopelessness-in-the-youth,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-13-frustration-and-hopelessness-in-the-youth.pdf,already_present,1007440,pdfs/2023/10/discourse-2023-05-13-frustration-and-hopelessness-in-the-youth.pdf
pakistans-constitution-reform-or-overhaul,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-14-reform-or-overhaul.pdf,already_present,1069670,pdfs/2023/10/discourse-2023-05-14-reform-or-overhaul.pdf
time-for-a-review-of-the-constitution-to-weed-out-anomalies,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-15-time-for-a-review-of-the-constitution-to-weed-out-anomalies.pdf,already_present,1235947,pdfs/2023/10/discourse-2023-05-15-time-for-a-review-of-the-constitution-to-weed-out-anomalies.pdf
rethinking-the-constitution,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-16-rethinking-the-constitution.pdf,already_present,151795,pdfs/2023/10/discourse-2023-05-16-rethinking-the-constitution.pdf
health-and-climate-change,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-17-health-and-climate-change.pdf,already_present,274895,pdfs/2023/10/discourse-2023-05-17-health-and-climate-change.pdf
reconfiguring-pakistans-economy,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-18-reconfiguring-pakistans-economy.pdf,already_present,264916,pdfs/2023/10/discourse-2023-05-18-reconfiguring-pakistans-economy.pdf
culture-conflict-and-the-monopolization-of-female-attention,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-19-culture-conflict-and-the-monopolisation-of-femal-attention.pdf,already_present,258290,pdfs/2023/10/discourse-2023-05-19-culture-conflict-and-the-monopolisation-of-femal-attention.pdf
village-government-a-concept-that-needs-attention,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-20-village-government-a-concept-that-needs-attention.pdf,already_present,560556,pdfs/2023/10/discourse-2023-05-20-village-government-a-concept-that-needs-attention.pdf
the-imf-putting-the-evil-back-in-necessary-evil,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-21-the-imf-putting-the-evil-back-in-necessary-evil.pdf,already_present,949320,pdfs/2023/10/discourse-2023-05-21-the-imf-putting-the-evil-back-in-necessary-evil.pdf
constitutional-evolution,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-22-constitutional-evolution.pdf,already_present,164377,pdfs/2023/10/discourse-2023-05-22-constitutional-evolution.pdf
psychogeographical-deceit-state-esque-narratology,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-23-psychogeographical-deceit-state-esque-narratology.pdf,already_present,250432,pdfs/2023/10/discourse-2023-05-23-psychogeographical-deceit-state-esque-narratology.pdf
a-dynamic-export-culture-is-imperative,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-24-a-dynamic-export-culture-is-imperative.pdf,already_present,787419,pdfs/2023/10/discourse-2023-05-24-a-dynamic-export-culture-is-imperative.pdf
formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-25-formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan.pdf,already_present,649797,pdfs/2023/10/discourse-2023-05-25-formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan.pdf
the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-26-the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes.pdf,already_present,492385,pdfs/2023/10/discourse-2023-05-26-the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes.pdf
a-comprehensive-overview-of-sports-and-its-potential,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-27-a-comprehensive-overview-of-sports-and-its-potential.pdf,already_present,249459,pdfs/2023/10/discourse-2023-05-27-a-comprehensive-overview-of-sports-and-its-potential.pdf
form-and-function-economics-and-the-musical-arts,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-28-forms-and-function-economics-and-the-musical-arts.pdf,already_present,3498361,pdfs/2023/10/discourse-2023-05-28-forms-and-function-economics-and-the-musical-arts.pdf
the-art-of-living-and-the-life-of-art-soul-searching-in-riffat-abbass-city-of-salt,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-29-the-art-of-living-and-the-life-of-art.pdf,already_present,4596980,pdfs/2023/10/discourse-2023-05-29-the-art-of-living-and-the-life-of-art.pdf
pide-bi-monthly-roundup-3,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-30-pide-bi-monthly-roundup.pdf,already_present,211656,pdfs/2023/10/discourse-2023-05-30-pide-bi-monthly-roundup.pdf
media-coverage-of-world-bank-event,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-world-bank-event.pdf,already_present,3695429,pdfs/2023/09/pip-media-coverage-of-world-bank-event.pdf
engineering-evolution-or-devolution,https://file.pide.org.pk/pdfpideinpress/pip-engineering-evolution-or-devolution.pdf,already_present,61493,pdfs/2023/09/pip-engineering-evolution-or-devolution.pdf
a-biased-index,https://file.pide.org.pk/pdfpideinpress/pip-a-biased-index.pdf,already_present,47887,pdfs/2023/09/pip-a-biased-index.pdf
impact-of-export-financing-schemes-on-export-performance-qualitative-approach,https://file.pide.org.pk/pdfpideresearch/wp-23-13-impact-of-export-financing-schemes-on-export-performance-qualitative-approach.pdf,already_present,1836059,pdfs/2023/09/wp-23-13-impact-of-export-financing-schemes-on-export-performance-qualitative-approach.pdf
3rd-rasta-conference-media-coverage,https://file.pide.org.pk/pdfpideinpress/pip-3rd-rasta-conference-media-coverage.pdf,already_present,4721762,pdfs/2023/09/pip-3rd-rasta-conference-media-coverage.pdf
unraveling-state-of-engineering-industry,https://file.pide.org.pk/pdfpideinpress/pip-unraveling-state-of-engineering-industry.pdf,already_present,63735,pdfs/2023/09/pip-unraveling-state-of-engineering-industry.pdf
economic-management-in-a-multiple-equilibria-economy,https://file.pide.org.pk/pdfpideresearch/wb-122-economic-management-in-a-multiple-equilibria-economy.pdf,already_present,1680394,pdfs/2023/09/wb-122-economic-management-in-a-multiple-equilibria-economy.pdf
decoupling-of-energy-and-growth-in-pakistan,https://file.pide.org.pk/pdfpideinpress/pip-decoupling-of-energy-and-growth-in-pakistan.pdf,already_present,64447,pdfs/2023/09/pip-decoupling-of-energy-and-growth-in-pakistan.pdf
federal-tax-revenue-forecasting-of-pakistan-alternative-approaches,https://file.pide.org.pk/pdfpideresearch/wp-23-12-federal-tax-revenue-forecasting-of-pakistan-alternative-approaches.pdf,already_present,1332067,pdfs/2023/09/wp-23-12-federal-tax-revenue-forecasting-of-pakistan-alternative-approaches.pdf
is-corruption-perception-index-biased-an-ethnicity-based-analysis,https://file.pide.org.pk/pdfpideresearch/wp-23-11-is-corruption-perception-index-biased-an-ethnicity-based-analysis.pdf,already_present,1679914,pdfs/2023/09/wp-23-11-is-corruption-perception-index-biased-an-ethnicity-based-analysis.pdf
timeworn-statistics,https://file.pide.org.pk/pdfpideinpress/pip-timeworn-statistics.pdf,already_present,47593,pdfs/2023/09/pip-timeworn-statistics.pdf
media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy.pdf,already_present,3110743,pdfs/2023/09/pip-media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy.pdf
fixing-fiscal-policy,https://file.pide.org.pk/pdfpideinpress/pip-fixing-fiscal-policy.pdf,already_present,45731,pdfs/2023/09/pip-fixing-fiscal-policy.pdf
media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf,already_present,4592406,pdfs/2023/09/pip-media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf
newsletter-august-2024,https://file.pide.org.pk/pdfpideresearch/nl-04-newsletter-august-2023.pdf,already_present,4897547,pdfs/2023/09/nl-04-newsletter-august-2023.pdf
energy-efficiency-in-buildings,https://file.pide.org.pk/pdfpideinpress/pip-energy-efficiency-n-buildings.pdf,already_present,62750,pdfs/2023/09/pip-energy-efficiency-n-buildings.pdf
situation-of-brain-drain-in-pakistan-with-a-focus-on-the-healthcare-sector,https://file.pide.org.pk/pdfpideresearch/kb-102-situation-of-brain-drain-in-pakistan-with-a-focus-on-the-healthcare-sector.pdf,already_present,258713,pdfs/2023/09/kb-102-situation-of-brain-drain-in-pakistan-with-a-focus-on-the-healthcare-sector.pdf
engineering-horizons-unraveling-the-state-of-industry-in-pakistan,https://file.pide.org.pk/pdfpideresearch/rr-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf,already_present,10377497,pdfs/2023/08/rr-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf
power-sector-woes,https://file.pide.org.pk/pdfpideinpress/pip-power-sector-woes.pdf,already_present,61059,pdfs/2023/08/pip-power-sector-woes.pdf
media-coverage-of-addressing-pakistans-trade-deficit-unraveling-factors-influencing-export-competitiveness,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-addressing-pakistans-trade-deficit.pdf,already_present,1685271,pdfs/2023/08/pip-media-coverage-of-addressing-pakistans-trade-deficit.pdf
indias-rice-export-ban-opportunities-for-pakistan,https://file.pide.org.pk/pdfpideinpress/pip-indias-rice-export-ban-opportunities-for-pakistan.pdf,already_present,62363,pdfs/2023/08/pip-indias-rice-export-ban-opportunities-for-pakistan.pdf
effective-electricity-regulation,https://file.pide.org.pk/pdfpideinpress/pip-effective-electricity-regulation.pdf,already_present,60647,pdfs/2023/08/pip-effective-electricity-regulation.pdf
media-coverage-of-ground-breaking-ceremony-of-pide-own-new-building,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-ground-breaking-ceremony-of-pide-own-new-building.pdf,already_present,1959765,pdfs/2023/08/pip-media-coverage-of-ground-breaking-ceremony-of-pide-own-new-building.pdf
reforming-the-federal-public-sector-development-programme,https://file.pide.org.pk/pdfpideresearch/wp-23-10-reforming-the-federal-public-sector-development-programme.pdf,already_present,2191074,pdfs/2023/08/wp-23-10-reforming-the-federal-public-sector-development-programme.pdf
newsletter-july-2023,https://file.pide.org.pk/pdfpideresearch/nl-03-newsletter-july-2023.pdf,already_present,5804262,pdfs/2023/08/nl-03-newsletter-july-2023.pdf
fiscally-sustainable-pensions-in-pakistan,https://file.pide.org.pk/pdfpideresearch/wp-23-9-fiscally-sustainable-pensions-in-pakistan.pdf,already_present,2069317,pdfs/2023/08/wp-23-9-fiscally-sustainable-pensions-in-pakistan.pdf
when-higher-education-goes-low,https://file.pide.org.pk/pdfpideinpress/pip-when-higher-education-goes-low.pdf,already_present,50035,pdfs/2023/08/pip-when-higher-education-goes-low.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/issue/pdr-2023-v62i2.pdf,already_present,13924215,pdfs/2023/08/pdr-2023-v62i2.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/167-197.pdf,already_present,696796,pdfs/2023/08/167-197.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/199-222.pdf,already_present,1087772,pdfs/2023/08/199-222.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/223-234.pdf,already_present,767080,pdfs/2023/08/223-234.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/235-264.pdf,already_present,1028695,pdfs/2023/08/235-264.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/265-280.pdf,already_present,1174177,pdfs/2023/08/265-280.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/281-299.pdf,already_present,3946751,pdfs/2023/08/281-299.pdf
vol-62-no-2-2023,https://file.pide.org.pk/pdfpdr/2023/301-308.pdf,already_present,733496,pdfs/2023/08/301-308.pdf
devolution-of-power-delegation-localisation-decentralisation,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04.pdf,already_present,19392575,pdfs/2023/08/discourse-2023-04.pdf
cover-piece-2,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-01-cover-piece.pdf,already_present,425840,pdfs/2023/08/discourse-2023-04-01-cover-piece.pdf
optimal-local-governance-for-pakistan-improving-what-we-have,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-02-Optimal-local-governance-for-pakistan-improving-what-we-have.pdf,already_present,153935,pdfs/2023/08/discourse-2023-04-02-Optimal-local-governance-for-pakistan-improving-what-we-have.pdf
decentralisation-and-its-prospects,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-03-decentralisation-and-its-prospects.pdf,already_present,382260,pdfs/2023/08/discourse-2023-04-03-decentralisation-and-its-prospects.pdf
devolution-missing-clarity-on-structures-and-systems-of-governance,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-04-devolution-missing-clarity-on-structures-and-systems-of-governance.pdf,already_present,301153,pdfs/2023/08/discourse-2023-04-04-devolution-missing-clarity-on-structures-and-systems-of-governance.pdf
power-to-the-provinces-devolution-of-power-in-pakistans-energy-sector,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-05-power-to-the-provinces-devolution-of-power-in-pakistans-energy-sector.pdf,already_present,528689,pdfs/2023/08/discourse-2023-04-05-power-to-the-provinces-devolution-of-power-in-pakistans-energy-sector.pdf
granting-autonomy-to-districts-a-proposal-in-brief,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-06-granting-autonomy-to-districts-a-proposal-in-brief.pdf,already_present,257604,pdfs/2023/08/discourse-2023-04-06-granting-autonomy-to-districts-a-proposal-in-brief.pdf
devolution-of-power-in-pakistan-challenges-and-opportunities-for-womens-participation-in-local-governance,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-07-devolution-of-power-in-pakistan-challenges-and-opportunities-for-womens-participation-in-local-governance.pdf,already_present,162759,pdfs/2023/08/discourse-2023-04-07-devolution-of-power-in-pakistan-challenges-and-opportunities-for-womens-participation-in-local-governance.pdf
devolution-of-power-in-pakistan-challenges-and-opportunities-for-womens-participation-in-local-governance,https://pdfs.semanticscholar.org/8180/0193d99e78f1ef15fb15c7b099d1a23e67bf.pdf,external_citation,0,
disappeared-but-never-forgotten,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-08-disappeared-but-never-forgotten.pdf,already_present,415153,pdfs/2023/08/discourse-2023-04-08-disappeared-but-never-forgotten.pdf
textiles-losing-the-plot,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-09-textiles-losing-the-plot.pdf,already_present,471052,pdfs/2023/08/discourse-2023-04-09-textiles-losing-the-plot.pdf
pakistans-three-quarter-long-miraculous-aversion-of-default,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-10-pakistans-three-quarter-long-miraculous-aversion-of-default.pdf,already_present,276292,pdfs/2023/08/discourse-2023-04-10-pakistans-three-quarter-long-miraculous-aversion-of-default.pdf
nota-on-the-ballot,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-11-nota-on-the-ballot.pdf,already_present,269150,pdfs/2023/08/discourse-2023-04-11-nota-on-the-ballot.pdf
elitist-economy-how-to-dismantle-it,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-12-elitist-economy-how-to-dismantle-it.pdf,already_present,538383,pdfs/2023/08/discourse-2023-04-12-elitist-economy-how-to-dismantle-it.pdf
inequality-and-elite-capture-unavoidable-costs-of-development,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-13-inequality-and-elite-capture-unavoidable-costs-of-development.pdf,already_present,721480,pdfs/2023/08/discourse-2023-04-13-inequality-and-elite-capture-unavoidable-costs-of-development.pdf
attitudes-and-behaviours-in-the-classroom,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-14-attitudes-and-behaviours-in-the-classroom.pdf,already_present,459573,pdfs/2023/08/discourse-2023-04-14-attitudes-and-behaviours-in-the-classroom.pdf
rethinking-investment-surplus-savings-capital-growth-and-inequality,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-15-rethinking-investment-surplus-savings-capital-growth-and-inequality.pdf,already_present,361297,pdfs/2023/08/discourse-2023-04-15-rethinking-investment-surplus-savings-capital-growth-and-inequality.pdf
reimagining-indus-water-treaty-for-future-sustainability-of-the-indus-basin,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-16-reimagining-indus-water-treaty-for-future-sustainability-of-the-indus-basin.pdf,already_present,1590248,pdfs/2023/08/discourse-2023-04-16-reimagining-indus-water-treaty-for-future-sustainability-of-the-indus-basin.pdf
rethinking-social-protection-the-case-for-a-universal-basic-income,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-17-rethinking-social-protection-the-case-for-a-universal-basic-income.pdf,already_present,278817,pdfs/2023/08/discourse-2023-04-17-rethinking-social-protection-the-case-for-a-universal-basic-income.pdf
rethinking-social-protection-the-case-for-a-universal-basic-income,http://www.iser.uaa.alaska.edu/Publications/bien_xiii_ak_pfd_lessons.pdf,external_citation,0,
rethinking-social-protection-the-case-for-a-universal-basic-income,http://www.logica-wb.org/PDFs/LOGICA_StudySeriesNo1_Uganda_hr.pdf,external_citation,0,
rethinking-social-protection-the-case-for-a-universal-basic-income,http://www.bien2012.org/sites/default/files/paper_156_en.pdf,external_citation,0,
rethinking-social-protection-the-case-for-a-universal-basic-income,http://www.developmentpathways.co.uk/resources/wp-content/uploads/2016/04/Indias-Basic-Income-Experiment-PP21.pdf,external_citation,0,
why-teach-critical-histories,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-18-why-teach-critical-histories.pdf,already_present,427109,pdfs/2023/08/discourse-2023-04-18-why-teach-critical-histories.pdf
daniel-ellsberg-and-the-pentagon-papers,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-19-daniel-ellsberg-and-the-pentagon-papers.pdf,already_present,602774,pdfs/2023/08/discourse-2023-04-19-daniel-ellsberg-and-the-pentagon-papers.pdf
the-case-for-export-led-growth,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-20-the-case-for-export-led-growth.pdf,already_present,755458,pdfs/2023/08/discourse-2023-04-20-the-case-for-export-led-growth.pdf
beyond-the-needle-and-thread-womens-empowerment-through-textile-exports,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-21-beyond-the-needle-and-thread-womens-empowerment-through-textile-exports.pdf,already_present,477729,pdfs/2023/08/discourse-2023-04-21-beyond-the-needle-and-thread-womens-empowerment-through-textile-exports.pdf
a-fireside-chat-with-zainab-abbas,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-22-a-fireside-chat-with-zainab-abbas.pdf,already_present,1482988,pdfs/2023/08/discourse-2023-04-22-a-fireside-chat-with-zainab-abbas.pdf
pcb-pakistan-cricket-board-or-political-cricket-board,https://file.pide.org.pk/pdfpideresearch/discourse-2023-04-23-pcb-pakistan-cricket-board-or-political-cricket-board.pdf,already_present,692091,pdfs/2023/08/discourse-2023-04-23-pcb-pakistan-cricket-board-or-political-cricket-board.pdf
