slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
policy-impacts-on-comparative-advantage-and-production-protection-to-cotton-and-its-competing-crops-in-pakistan-article,Policy Impacts on Comparative Advantage and Production Protection to Cotton and Its Competing Crops in Pakistan (Article),2023-11-27,2023-11,2023,PDR,Vol. 62 No.4-2023; PDR; 2023,Irfan Ahmed Baig; Sami Ullah; Shoaib Nasir,Policy Analysis Matrix; Comparative Advantage; DRC; Pakistan; Cotton,,https://pide.org.pk/research/policy-impacts-on-comparative-advantage-and-production-protection-to-cotton-and-its-competing-crops-in-pakistan-article/,https://file.pide.org.pk/pdfpdr/2023/539-551.pdf,,,pdfs/2023/11/539-551.pdf,data/fulltext/policy-impacts-on-comparative-advantage-and-production-protection-to-cotton-and-its-competing-crops-in-pakistan-article.txt,630
local-coal-for-power-generation-in-pakistan-policy,Local Coal for Power Generation in Pakistan (Policy),2023-11-27,2023-11,2023,PDR,Vol. 62 No.4-2023; PDR; 2023,Afia Malik,,,https://pide.org.pk/research/local-coal-for-power-generation-in-pakistan-policy/,https://file.pide.org.pk/pdfpdr/2023/573-589.pdf,,,pdfs/2023/11/573-589.pdf,data/fulltext/local-coal-for-power-generation-in-pakistan-policy.txt,339
invest-in-future-prioritising-youth-family-planning-policy,Invest in Future: Prioritising Youth Family Planning (Policy),2023-11-27,2023-11,2023,PDR,Vol. 62 No.4-2023; PDR; 2023,Saima Bashir,,,https://pide.org.pk/research/invest-in-future-prioritising-youth-family-planning-policy/,https://file.pide.org.pk/pdfpdr/2023/599-603.pdf,,,pdfs/2023/11/599-603.pdf,data/fulltext/invest-in-future-prioritising-youth-family-planning-policy.txt,436
impact-of-climate-change-on-water-in-pakistan-policy,Impact of Climate Change on Water in Pakistan (Policy),2023-11-27,2023-11,2023,PDR,Vol. 62 No.4-2023; PDR; 2023,Nazam Maqbool,,,https://pide.org.pk/research/impact-of-climate-change-on-water-in-pakistan-policy/,https://file.pide.org.pk/pdfpdr/2023/605-616.pdf,,,pdfs/2023/11/605-616.pdf,data/fulltext/impact-of-climate-change-on-water-in-pakistan-policy.txt,627
an-ecosystem-valuation-for-enhanced-transboundary-water-cooperation-in-the-kabul-river-basin-article,An Ecosystem Valuation for Enhanced Transboundary Water Cooperation in the Kabul River Basin (Article),2023-11-27,2023-11,2023,PDR,Vol. 62 No.4-2023; PDR; 2023,Hameed Jamali; Muhammad Rafiq; Shakeel Hayat,Biodiversity and Ecosystem Services; Market-based Pricing Method; Valuation; Kabul River Basin,,https://pide.org.pk/research/an-ecosystem-valuation-for-enhanced-transboundary-water-cooperation-in-the-kabul-river-basin-article/,https://file.pide.org.pk/pdfpdr/2023/521-537.pdf,,,pdfs/2023/11/521-537.pdf,data/fulltext/an-ecosystem-valuation-for-enhanced-transboundary-water-cooperation-in-the-kabul-river-basin-article.txt,843
a-call-for-change-and-development,A call for change and development,2023-11-27,2023-11,2023,PIDE in Press,PIDE in Press,Abida Naurin,,,https://pide.org.pk/research/a-call-for-change-and-development/,https://file.pide.org.pk/pdfpideinpress/pip-a-call-for-change-and-development.pdf,,,pdfs/2023/11/pip-a-call-for-change-and-development.pdf,data/fulltext/a-call-for-change-and-development.txt,1456
media-coverage-pide-basics-qualitative-report-1,Media Coverage – PIDE Basics – Qualitative Report 1,2023-11-17,2023-11,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pide-basics-qualitative-report-1/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-pide-basics-qualitative-report-1.pdf,,,pdfs/2023/11/pip-media-coverage-pide-basics-qualitative-report-1.pdf,,0
media-coverage-manifestoes-without-substance,Media Coverage – Manifestoes Without Substance,2023-11-13,2023-11,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-manifestoes-without-substance/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-manifestoes-without-substance.pdf,,,pdfs/2023/11/pip-media-coverage-manifestoes-without-substance.pdf,,0
identity-inclusion-and-social-capital-in-upper-and-southern-punjab,"Identity, Inclusion And Social Capital In Upper And Southern Punjab",2023-11-08,2023-11,2023,BASICS Notes Qualitative,BASICS Notes Qualitative; Center for Social and Behavioral Analysis; Recent Publications; Rasta BASICS Notes,Fahd Zulfiqar; Durr-e-Nayab,,,https://pide.org.pk/research/identity-inclusion-and-social-capital-in-upper-and-southern-punjab/,https://file.pide.org.pk/pdfpideresearch/bqr-01-identity-inclusion-and-social-capital-in-upper-and-southern-punjab.pdf,,,pdfs/2023/11/bqr-01-identity-inclusion-and-social-capital-in-upper-and-southern-punjab.pdf,data/fulltext/identity-inclusion-and-social-capital-in-upper-and-southern-punjab.txt,763
manifestoes-without-substance,Manifestoes Without Substance,2023-11-07,2023-11,2023,Knowledge Brief,Center for Governance‚ Markets and Regulatory Analysis; Recent Publications; Knowledge Brief,Nadeem Ul Haque; Saddam Hussein,,,https://pide.org.pk/research/manifestoes-without-substance/,https://file.pide.org.pk/pdfpideresearch/kb-107-manifestoes-without-substance.pdf,,,pdfs/2023/11/kb-107-manifestoes-without-substance.pdf,data/fulltext/manifestoes-without-substance.txt,1442
newsletter-september-2023,Newsletter: September 2023,2023-11-06,2023-11,2023,Newsletter,Newsletter,,,,https://pide.org.pk/research/newsletter-september-2023/,https://file.pide.org.pk/pdfpideresearch/nl-05-newsletter-september-2023.pdf,,,pdfs/2023/11/nl-05-newsletter-september-2023.pdf,,0
newsletter-october-2023,Newsletter: October 2023,2023-11-06,2023-11,2023,Newsletter,Newsletter,,,,https://pide.org.pk/research/newsletter-october-2023/,https://file.pide.org.pk/pdfpideresearch/nl-06-newsletter-october-2023.pdf,,,pdfs/2023/11/nl-06-newsletter-october-2023.pdf,,0
navigating-inland-water-transport-a-sustainable-solution-for-pakistans-water,Navigating Inland Water Transport: A Sustainable Solution For Pakistan’s Water,2023-11-06,2023-11,2023,Webinars Brief,Center for Energy‚ Logistics‚ and Infrastructure; Webinars Brief; Center for Agriculture‚ Climate Change and Rural Economy,Zainab Fatima,,,https://pide.org.pk/research/navigating-inland-water-transport-a-sustainable-solution-for-pakistans-water/,https://file.pide.org.pk/pdfpideresearch/wb-123-navigating-inland-water-transport-a-sustainable-solution-for-pakistans-water.pdf,,,pdfs/2023/11/wb-123-navigating-inland-water-transport-a-sustainable-solution-for-pakistans-water.pdf,data/fulltext/navigating-inland-water-transport-a-sustainable-solution-for-pakistans-water.txt,406
digital-dialogues-vs-paper-promises-manifesto-alignment,Digital Dialogues vs Paper Promises: Manifesto Alignment,2023-11-02,2023-11,2023,Knowledge Brief,Center for Governance‚ Markets and Regulatory Analysis; Recent Publications; Knowledge Brief,Abbas Murtaza Maken; Izzah Salam,,,https://pide.org.pk/research/digital-dialogues-vs-paper-promises-manifesto-alignment/,https://file.pide.org.pk/pdfpideresearch/kb-106-digital-dialogues-vs-paper-promises-manifesto-alignment.pdf,,,pdfs/2023/11/kb-106-digital-dialogues-vs-paper-promises-manifesto-alignment.pdf,data/fulltext/digital-dialogues-vs-paper-promises-manifesto-alignment.txt,2570
media-coverage-judiciary-and-human-resource-management-in-universities,Media Coverage – Judiciary and Human Resource Management in Universities,2023-10-25,2023-10,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-judiciary-and-human-resource-management-in-universities/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-judiciary-and-human-resource-management-in-universities.pdf,,,pdfs/2023/10/pip-media-coverage-judiciary-and-human-resource-management-in-universities.pdf,,0
fixing-fiscal-policy-in-pakistan,Fixing Fiscal Policy in Pakistan,2023-10-25,2023-10,2023,Research Reports,Research Report; Macro Policy Lab,,,,https://pide.org.pk/research/fixing-fiscal-policy-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/rr-fixing-fiscal-policy-in-pakistan.pdf,,,pdfs/2023/10/rr-fixing-fiscal-policy-in-pakistan.pdf,data/fulltext/fixing-fiscal-policy-in-pakistan.txt,1586
media-coverage-lifetime-cost-of-public-servants,Media Coverage – Lifetime Cost of Public Servants,2023-10-17,2023-10,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-lifetime-cost-of-public-servants/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-lifetime-cost-of-public-servants.pdf,,,pdfs/2023/10/pip-media-coverage-lifetime-cost-of-public-servants.pdf,,0
life-time-cost-of-public-servants,Life Time Cost Of Public Servants,2023-10-14,2023-10,2023,Research Reports,Research Report; Center for Governance‚ Markets and Regulatory Analysis,Nadeem Ul Haque; Muhammad Ajmal Khan; Nadeem Ahmed Khan; Khurram Ellahi Khan; Hassan Rasool,,,https://pide.org.pk/research/life-time-cost-of-public-servants/,https://file.pide.org.pk/uploads/rr-life-time-cost-of-public-servants.pdf,,,pdfs/2023/10/rr-life-time-cost-of-public-servants.pdf,data/fulltext/life-time-cost-of-public-servants.txt,212
pakistans-nuclear-energy-outlook,Pakistan’s Nuclear Energy Outlook,2023-10-13,2023-10,2023,Knowledge Brief,Knowledge Brief; Center for Energy‚ Logistics‚ and Infrastructure,Afia Malik,,,https://pide.org.pk/research/pakistans-nuclear-energy-outlook/,https://file.pide.org.pk/pdfpideresearch/kb-105-pakistans-nuclear-energy-outlook.pdf,,https://inis.iaea.org/collection/NCLCollectionStore/_Public/33/003/33003346.pdf,pdfs/2023/10/kb-105-pakistans-nuclear-energy-outlook.pdf,data/fulltext/pakistans-nuclear-energy-outlook.txt,3267
agricultural-land-consolidation,Agricultural land consolidation,2023-10-11,2023-10,2023,PIDE in Press,PIDE in Press,Muhammad Faisal Ali,,,https://pide.org.pk/research/agricultural-land-consolidation/,https://file.pide.org.pk/pdfpideinpress/rir-agricultural-land-consolidation.pdf,,,pdfs/2023/10/rir-agricultural-land-consolidation.pdf,data/fulltext/agricultural-land-consolidation.txt,992
media-coverage-of-the-economic-cost-of-internet-closure,Media Coverage of The Economic Cost of Internet Closure,2023-10-10,2023-10,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-the-economic-cost-of-internet-closure/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-the-economic-cost-of-internet-closure.pdf,,,pdfs/2023/10/pip-media-coverage-of-the-economic-cost-of-internet-closure.pdf,,0
the-research-and-development-imperative-for-businesses,The research and development imperative for businesses,2023-10-09,2023-10,2023,PIDE in Press,PIDE in Press,Usman Qadir,,,https://pide.org.pk/research/the-research-and-development-imperative-for-businesses/,https://file.pide.org.pk/pdfpideinpress/pip-the-research-and-development-imperative-for-businesses.pdf,,,pdfs/2023/10/pip-the-research-and-development-imperative-for-businesses.pdf,data/fulltext/the-research-and-development-imperative-for-businesses.txt,816
media-coverage-of-third-think-tank-moot,Media Coverage of Third Think Tank Moot,2023-10-09,2023-10,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-third-think-tank-moot/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-third-think-tank-moot.pdf,,,pdfs/2023/10/pip-media-coverage-of-third-think-tank-moot.pdf,,0
energy-reforms-for-export-oriented-units-in-pakistan,Energy Reforms For Export Oriented Units In Pakistan,2023-10-09,2023-10,2023,Research Reports,Center for Energy‚ Logistics‚ and Infrastructure; Research Report; Center for Industry‚ Trade &amp; Digital Economy,,,,https://pide.org.pk/research/energy-reforms-for-export-oriented-units-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/rr-energy-reforms-for-export-oriented-units-in-pakistan.pdf,,,pdfs/2023/10/rr-energy-reforms-for-export-oriented-units-in-pakistan.pdf,data/fulltext/energy-reforms-for-export-oriented-units-in-pakistan.txt,633
will-the-import-ban-prove-effective-policy,Will the Import Ban Prove Effective? (Policy),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Mohammad Shaaf Najib,,,https://pide.org.pk/research/will-the-import-ban-prove-effective-policy/,https://file.pide.org.pk/pdfpdr/2023/461-465.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/461-465.pdf,data/fulltext/will-the-import-ban-prove-effective-policy.txt,117
what-are-the-factors-making-pakistans-exports-stagnant-insight-from-literature-review-policy,What are the Factors Making Pakistan’s Exports Stagnant? Insight from Literature Review (Policy),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Ghulam Mustafa; Saqib Hussain,,,https://pide.org.pk/research/what-are-the-factors-making-pakistans-exports-stagnant-insight-from-literature-review-policy/,https://file.pide.org.pk/pdfpdr/2023/449-460.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/449-460.pdf,data/fulltext/what-are-the-factors-making-pakistans-exports-stagnant-insight-from-literature-review-policy.txt,194
vol-62-no-3-2023,Vol. 62 No.3-2023,2023-10-06,2023-10,2023,PDR,2023; Vol. 62 No.3-2023; PDR issue; Rasta Journal Articles,,,,https://pide.org.pk/research/vol-62-no-3-2023/,https://file.pide.org.pk/pdfpdr/issue/pdr-2023-v62i3.pdf,https://file.pide.org.pk/pdfpdr/2023/309-330.pdf; https://file.pide.org.pk/pdfpdr/2023/331-356.pdf; https://file.pide.org.pk/pdfpdr/2023/357-374.pdf; https://file.pide.org.pk/pdfpdr/2023/375-394.pdf; https://file.pide.org.pk/pdfpdr/2023/395-408.pdf; https://file.pide.org.pk/pdfpdr/2023/409-430.pdf; https://file.pide.org.pk/pdfpdr/2023/437-444.pdf; https://file.pide.org.pk/pdfpdr/2023/445-448.pdf; https://file.pide.org.pk/pdfpdr/2023/449-460.pdf; https://file.pide.org.pk/pdfpdr/2023/461-465.pdf,,pdfs/2023/10/pdr-2023-v62i3.pdf,,0
unveiling-the-myth-of-import-substitution-policy-in-pakistan-policy,Unveiling the Myth of Import Substitution Policy in Pakistan (Policy),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Muhammad Zeshan,,,https://pide.org.pk/research/unveiling-the-myth-of-import-substitution-policy-in-pakistan-policy/,https://file.pide.org.pk/pdfpdr/2023/445-448.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/445-448.pdf,data/fulltext/unveiling-the-myth-of-import-substitution-policy-in-pakistan-policy.txt,96
rain-rain-go-away-a-snapshot-of-the-flood-2022-and-way-forward-policy,Rain Rain Go Away: A Snapshot of the Flood 2022 and Way Forward (Policy),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Abedullah Anjum; Sobia Rose,,,https://pide.org.pk/research/rain-rain-go-away-a-snapshot-of-the-flood-2022-and-way-forward-policy/,https://file.pide.org.pk/pdfpdr/2023/437-444.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/437-444.pdf,data/fulltext/rain-rain-go-away-a-snapshot-of-the-flood-2022-and-way-forward-policy.txt,160
judiciary-and-human-resource-management-in-universities,Judiciary and Human Resource Management in Universities,2023-10-06,2023-10,2023,Knowledge Brief,Center for Social and Behavioral Analysis; Knowledge Brief; Center for Sustainable Futures,Ghulam Mustafa; Abid Rehman,,,https://pide.org.pk/research/judiciary-and-human-resource-management-in-universities/,https://file.pide.org.pk/pdfpideresearch/kb-104-judiciary-and-human-resource-management-in-universities.pdf,,,pdfs/2023/10/kb-104-judiciary-and-human-resource-management-in-universities.pdf,data/fulltext/judiciary-and-human-resource-management-in-universities.txt,1432
household-market-participation-access-and-farm-productivity-in-ajk-evidence-from-farm-household-data-article,"Household Market Participation, Access, and Farm Productivity in AJK: Evidence from Farm Household Data (Article)",2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Khush Bukhat Zahid,Technical Efficiency Scores; Farm Productivity; Market Participation; Stochastic Production Estimation,Q12; D24; Q13,https://pide.org.pk/research/household-market-participation-access-and-farm-productivity-in-ajk-evidence-from-farm-household-data-article/,https://file.pide.org.pk/pdfpdr/2023/375-394.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/375-394.pdf,data/fulltext/household-market-participation-access-and-farm-productivity-in-ajk-evidence-from-farm-household-data-article.txt,214
firms-financial-inclusion-and-export-performance-evidence-from-manufacturing-sector-firms-in-pakistan-article,Firms Financial Inclusion and Export Performance: Evidence from Manufacturing Sector Firms in Pakistan (Article),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Fareeha Adil; Rabia Nazir,Financial Inclusion; MMQR; Balance Sheets; Exports; Manufacturing Firms,M19; M10; M14,https://pide.org.pk/research/firms-financial-inclusion-and-export-performance-evidence-from-manufacturing-sector-firms-in-pakistan-article/,https://file.pide.org.pk/pdfpdr/2023/409-430.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/409-430.pdf,data/fulltext/firms-financial-inclusion-and-export-performance-evidence-from-manufacturing-sector-firms-in-pakistan-article.txt,282
factors-affecting-food-prices-in-pakistan-article,Factors Affecting Food Prices in Pakistan (Article),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Nigar Zehra; Fauzia Sohail,Real Interest Rate; International Crude Oil Prices; International Food Prices; Government Policy; Real Effective Exchange Rate; Food Prices,L66; G18; E4,https://pide.org.pk/research/factors-affecting-food-prices-in-pakistan-article/,https://file.pide.org.pk/pdfpdr/2023/357-374.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/357-374.pdf,data/fulltext/factors-affecting-food-prices-in-pakistan-article.txt,124
estimating-the-distributional-burden-of-general-sales-tax-in-pakistan-article,Estimating the Distributional Burden of General Sales Tax in Pakistan (Article),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Iffat Ara,Tax Incidence; Incidence; Tax Burden; General Sales Tax; Distributional Burden of Tax; Pakistan; Input Output Table,H220,https://pide.org.pk/research/estimating-the-distributional-burden-of-general-sales-tax-in-pakistan-article/,https://file.pide.org.pk/pdfpdr/2023/395-408.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/395-408.pdf,data/fulltext/estimating-the-distributional-burden-of-general-sales-tax-in-pakistan-article.txt,170
decentralisations-effects-on-health-theory-and-evidence-from-balochistan-pakistan-article,"Decentralisation’s Effects on Health: Theory and Evidence from Balochistan, Pakistan (Article)",2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Manzoor Ahmed; Abdul Qayyum,Decentralisation; 7th NFC Award; Healthcare Outcomes; 18TH AMENDMENT; Balochistan,H75; H7; H77,https://pide.org.pk/research/decentralisations-effects-on-health-theory-and-evidence-from-balochistan-pakistan-article/,https://file.pide.org.pk/pdfpdr/2023/331-356.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/331-356.pdf,data/fulltext/decentralisations-effects-on-health-theory-and-evidence-from-balochistan-pakistan-article.txt,245
child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers,Child Labour Among Afghan Refugee Children: Investigating the Underlying Drivers,2023-10-06,2023-10,2023,Working Paper,Center for Social and Behavioral Analysis; Working Paper; Center for Sustainable Futures,Muhammad Ajmal Khan,Child Labor; Socioeconomic Factors; Logistic Regression; Afghan Refugees,,https://pide.org.pk/research/child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers/,https://file.pide.org.pk/pdfpideresearch/wp-23-14-child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers.pdf,,,pdfs/2023/10/wp-23-14-child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers.pdf,data/fulltext/child-labour-among-afghan-refugee-children-investigating-the-underlying-drivers.txt,1055
an-evaluation-of-different-tax-reform-proposals-in-pakistan-using-cge-model-article,An Evaluation of Different Tax Reform Proposals in Pakistan using CGE Model (Article),2023-10-06,2023-10,2023,PDR,Vol. 62 No.3-2023; PDR; 2023,Muhammad Nadeem Sarwar,Corporate Tax; Direct Tax; Indirect Tax; CGE model; SAM; Economic Growth; Income Tax,H25; H23; H24,https://pide.org.pk/research/an-evaluation-of-different-tax-reform-proposals-in-pakistan-using-cge-model-article/,https://file.pide.org.pk/pdfpdr/2023/309-330.pdf,https://file.pide.org.pk/pdfpdr/2023/145-166.pdf,,pdfs/2023/10/309-330.pdf,data/fulltext/an-evaluation-of-different-tax-reform-proposals-in-pakistan-using-cge-model-article.txt,155
local-coal-for-power-generation-in-pakistan,Local Coal For Power Generation In Pakistan,2023-10-05,2023-10,2023,Knowledge Brief,Knowledge Brief; Center for Energy‚ Logistics‚ and Infrastructure,Afia Malik,,,https://pide.org.pk/research/local-coal-for-power-generation-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/kb-103-local-coal-for-power-generation-in-pakistan.pdf,,,pdfs/2023/10/kb-103-local-coal-for-power-generation-in-pakistan.pdf,data/fulltext/local-coal-for-power-generation-in-pakistan.txt,385
tariff-reforms,Tariff Reforms,2023-10-04,2023-10,2023,PIDE in Press,PIDE in Press,Muhammad Zeshan,,,https://pide.org.pk/research/tariff-reforms/,https://file.pide.org.pk/pdfpideinpress/pip-tariff-reforms.pdf,,,pdfs/2023/10/pip-tariff-reforms.pdf,data/fulltext/tariff-reforms.txt,777
the-makeup-of-the-pakistan-power-sector,The Makeup of the Pakistan Power Sector,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Tahir Basharat Cheema,,,https://pide.org.pk/research/the-makeup-of-the-pakistan-power-sector/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-02-the-makeup-of-the-pakistan-power-sector.pdf,,,pdfs/2023/10/discourse-2023-05-02-the-makeup-of-the-pakistan-power-sector.pdf,data/fulltext/the-makeup-of-the-pakistan-power-sector.txt,1294
the-antecedents-of-pakistans-power-sector-mess,The Antecedents of Pakistan’s Power Sector Mess,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Shahid Mehmood,,,https://pide.org.pk/research/the-antecedents-of-pakistans-power-sector-mess/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-09-the-antecedents-of-pakistans-power-sector-mess.pdf,https://file.pide.org.pk/uploads/book_power-sector.pdf,,pdfs/2023/10/discourse-2023-05-09-the-antecedents-of-pakistans-power-sector-mess.pdf,data/fulltext/the-antecedents-of-pakistans-power-sector-mess.txt,3186
reforming-power-sector-good-intentions-bad-outcomes,"Reforming Power Sector: Good Intentions, Bad Outcomes",2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Syed Asad Ali Shah,,,https://pide.org.pk/research/reforming-power-sector-good-intentions-bad-outcomes/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-03-reforming-power-sector-good-intentions-bad-outcome.pdf,,,pdfs/2023/10/discourse-2023-05-03-reforming-power-sector-good-intentions-bad-outcome.pdf,data/fulltext/reforming-power-sector-good-intentions-bad-outcomes.txt,1365
misunderstanding-multipolarity,Misunderstanding Multipolarity,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Saeed Afridi,,,https://pide.org.pk/research/misunderstanding-multipolarity/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-10-misunderstanding-multipolarity.pdf,,,pdfs/2023/10/discourse-2023-05-10-misunderstanding-multipolarity.pdf,data/fulltext/misunderstanding-multipolarity.txt,2067
indigenisation-in-energy-sector-of-pakistan,Indigenisation in Energy Sector of Pakistan,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Khalid Waleed,,,https://pide.org.pk/research/indigenisation-in-energy-sector-of-pakistan/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-06-indigenisation-in-energy-sector-of-pakistan.pdf,,,pdfs/2023/10/discourse-2023-05-06-indigenisation-in-energy-sector-of-pakistan.pdf,data/fulltext/indigenisation-in-energy-sector-of-pakistan.txt,1278
how-operational-inefficiency-of-discos-shapes-circular-debt-in-the-power-sector,How Operational Inefficiency of DISCOs Shapes Circular Debt in the Power Sector,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Shafqat Abbas,,,https://pide.org.pk/research/how-operational-inefficiency-of-discos-shapes-circular-debt-in-the-power-sector/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-07-how-operational-inefficiency-of-discos-shapes-circular-debt.pdf,,,pdfs/2023/10/discourse-2023-05-07-how-operational-inefficiency-of-discos-shapes-circular-debt.pdf,data/fulltext/how-operational-inefficiency-of-discos-shapes-circular-debt-in-the-power-sector.txt,902
fiscal-discipline-is-the-key-to-reforms,Fiscal Discipline is the Key to Reforms,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Shahid Sattar; Absar Ali,,,https://pide.org.pk/research/fiscal-discipline-is-the-key-to-reforms/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-12-fiscal-discipline-is-the-key-to-reforms.pdf,,,pdfs/2023/10/discourse-2023-05-12-fiscal-discipline-is-the-key-to-reforms.pdf,data/fulltext/fiscal-discipline-is-the-key-to-reforms.txt,829
exports-collapsing-under-power-sector-burden,Exports Collapsing Under Power Sector Burden,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Shahid Sattar; Absar Ali,,,https://pide.org.pk/research/exports-collapsing-under-power-sector-burden/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-05-exports-collapsing-under-power-sector-burden.pdf,,,pdfs/2023/10/discourse-2023-05-05-exports-collapsing-under-power-sector-burden.pdf,data/fulltext/exports-collapsing-under-power-sector-burden.txt,883
escalating-radicalisation-in-pakistan-underlying-factors-and-emerging-concerns,Escalating Radicalisation in Pakistan: Underlying Factors and Emerging Concerns,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Zunaira Khan,,,https://pide.org.pk/research/escalating-radicalisation-in-pakistan-underlying-factors-and-emerging-concerns/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-11-escalating-radicalisation-in-pakistan.pdf,,,pdfs/2023/10/discourse-2023-05-11-escalating-radicalisation-in-pakistan.pdf,data/fulltext/escalating-radicalisation-in-pakistan-underlying-factors-and-emerging-concerns.txt,1640
energy-revitalisation-transmission-distribution-sustainability,"Energy Revitalisation: Transmission, Distribution, Sustainability",2023-10-03,2023-10,2023,Policy and Research,Policy and Research; P &amp; R Magazine,,,,https://pide.org.pk/research/energy-revitalisation-transmission-distribution-sustainability/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05.pdf,,,pdfs/2023/10/discourse-2023-05.pdf,data/fulltext/energy-revitalisation-transmission-distribution-sustainability.txt,320
cover-piece-3,COVER PIECE (Discourse 2023-05),2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,,,,https://pide.org.pk/research/cover-piece-3/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-01-cover-piece.pdf,,,pdfs/2023/10/discourse-2023-05-01-cover-piece.pdf,data/fulltext/cover-piece-3.txt,1167
challenges-and-reforms-in-pakistans-gas-sector,Challenges and Reforms in Pakistan’s Gas Sector,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Afia Malik,,,https://pide.org.pk/research/challenges-and-reforms-in-pakistans-gas-sector/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-04-challenges-and-reforms-in-pakistans-gas-sector.pdf,,,pdfs/2023/10/discourse-2023-05-04-challenges-and-reforms-in-pakistans-gas-sector.pdf,data/fulltext/challenges-and-reforms-in-pakistans-gas-sector.txt,1453
